"workerid","assignmentid","Answer.listNumber","time","Answer.age","Answer.gender","Answer.language","Answer.americanenglish","variable","value","Trial","List","number","verb","sound","question","Response"
111,"3H8DHMCCW9CQ33TX40SMQFPAUHBDKX",2,00:10:05,"""34""","""female""","""English""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
140,"3II4UPYCOJ8CE6RSH5CJM11JTN4DQQ",3,00:06:34,"""38""","""female""","""english""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
130,"3KYQYYSHYV89TUEC2SKFXW6JEMMDOI",3,00:07:36,"""24""","""female""","""English""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
12,"38SKSKU7R1YIVKR1HE5YWCI2BMPLIB",10,00:07:54,"""25""","""female""","""English""","""Yes""","Trial17","11 17 bark buddy-bark-m-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"11","17","bark","buddy-bark-m-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
136,"3L0KT67Y8EHRPX1W55O2UMQLTZUYS7",3,00:08:29,"""24""","""female""","""English""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
176,"3CFVK00FWLM220W0FDW9Z9SX2VU6L2",5,00:08:33,"""30""","""male""","""English""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
132,"33F859I566E6MGU5KJYJIXLIZFWBHL",5,00:08:50,"""53""","""male""","""English""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 3",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",3
25,"3KB8R4ZV1E8SMKZU0DG1XX9HKFJBGM",10,00:09:27,"""37""","""female""","""English""","""Yes""","Trial17","11 17 bark buddy-bark-m-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"11","17","bark","buddy-bark-m-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
17,"3EFVCAY5L3AJBORO57HU38BW41FJ8Z",10,00:09:30,"""57""","""female""","""english""","""Yes""","Trial17","11 17 bark buddy-bark-m-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"11","17","bark","buddy-bark-m-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
9,"3P4MQ7TPPXDWV3RJKRONWMIK42RBB5",3,00:10:29,"""64""","""female""","""English""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
84,"35GCEFQ6I5PNA6QMBCPK0LRB7D03ZC",8,00:10:59,"""43""","""male""","""english""","""Yes""","Trial17","9 17 bark buddy-bark-m-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"9","17","bark","buddy-bark-m-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
46,"3A4NIXBJ7604R3HS2T3QO5PJSV9LMR",5,00:11:56,"""23""","""female""","""English""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
159,"3PDJHANYK5H0G4DAOSHB7HZQLEL6HV",5,00:13:10,"""34""","""male""","""English""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
171,"37W3JXSD669KWEI5PAY3RBT6ZCQYWM",8,00:13:27,"""34""","""female""","""english""","""Yes""","Trial17","9 17 bark buddy-bark-m-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"9","17","bark","buddy-bark-m-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
26,"3HMIGG0U4L796DMNR7IXDVQKH5O8YI",8,00:14:13,"""26""","""male""","""English""","""Yes""","Trial17","9 17 bark buddy-bark-m-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"9","17","bark","buddy-bark-m-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
141,"3WEV0KO0OMTORM65991OH1GKBBPDSF",10,00:14:52,"""42""","""male""","""English""","""Yes""","Trial17","11 17 bark buddy-bark-m-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"11","17","bark","buddy-bark-m-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
95,"3TR2532VIPVW7A80CSKWJUF5Y6PJ6D",10,00:16:06,"""27""","""female""","""english""","""Yes""","Trial17","11 17 bark buddy-bark-m-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"11","17","bark","buddy-bark-m-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
128,"3AMYWKA6YBNA8LZXS5C1RQWRX0Z6OJ",3,00:08:07,"""30""","""female""","""English""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
97,"3K4J6M3CXEUN3AU2UZG52MPB2XYGAW",3,00:17:05,"""28""","""male""","""english""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
74,"3Z4XG4ZF48SK68WDMBWVUHJBFZU8XC",5,00:17:13,"""34""","""female""","""English%2C+Spanish""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
104,"3MAOD8E57QB59FJHSDLECE964UTNXF",10,00:17:19,"""33""","""female""","""English""","""Yes""","Trial17","11 17 bark buddy-bark-m-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"11","17","bark","buddy-bark-m-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
85,"3PXX5PX6LXZRCTMREDOR1BYEMK6BAA",5,00:17:49,"""30""","""male""","""English""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 3",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",3
79,"3HVVDCPGTETS4XEBU5TS4RM7VI8YTW",0,00:18:59,"""35""","""female""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
23,"3VP0C6EFSGXM8IELFPXOZM7M20K6M4",8,00:20:41,"""30""","""male""","""English""","""Yes""","Trial17","9 17 bark buddy-bark-m-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"9","17","bark","buddy-bark-m-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
142,"3LEP4MGT3G1PA0P3YNFTRC6K7N3BDC",3,00:23:15,"""57""","""female""","""English""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
43,"3NQL1CS15R97HPI0Z0T759ASS3OYVC",8,00:21:55,"""42""","""female""","""english""","""Yes""","Trial17","9 17 bark buddy-bark-m-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"9","17","bark","buddy-bark-m-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
96,"37WLF8U1WPRRIUEIUDK8K9FIDVP6KZ",3,00:24:51,"""23""","""male""","""English""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
173,"3C44YUNSI1QREUQDHSXUMWB9ORIDPZ",3,00:25:47,"""37""","""female""","""english""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
35,"3JZQSN0I3QBIZ1BA5F2XGN02ZDBGF9",0,00:11:18,"""36""","""female""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
83,"30IQTZXKAK72OJRAR7JG12DTW1K0XJ",5,00:14:28,"""28""","""female""","""ENGLISH""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
134,"3TU5ZICBRD20XBV10X1309NIIW88QG",3,00:24:07,"""30""","""male""","""English""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
91,"304SM51WA35VCP8LVDAIMBSK8RMBSH",6,00:05:24,"""23""","""female""","""english""","""Yes""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
6,"37W3JXSD669KWEI5PAY3RBT6ZCZYWV",6,00:09:41,"""34""","""male""","""English""","""Yes""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
108,"3ZWFC4W1UU89ORKOLQW9FRE91MURFO",6,00:09:46,"""45""","""male""","""English""","""Yes""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
2,"34MAJL3QP4O7792XQJZU6PE26J643C",1,00:09:52,"""28""","""male""","""English+and+Chinese""","""Yes""","Trial17","2 17 bark buddy-bark-s-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"2","17","bark","buddy-bark-s-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
102,"3TE22NPXPBDSP5L1QX4DGU68KJ244X",1,00:11:18,"""42""","""female""","""english""","""Yes""","Trial17","2 17 bark buddy-bark-s-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"2","17","bark","buddy-bark-s-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
10,"3D8YOU6S9EL5LQJUOROAQWOGFNW6U7",6,00:12:51,"""44""","""female""","""English""","""Yes""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
169,"3OS46CRSLF05Y58UTHYFMIQZTU56VW",1,00:15:13,"""48""","""female""","""English""","""Yes""","Trial17","2 17 bark buddy-bark-s-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"2","17","bark","buddy-bark-s-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
133,"3WR9XG3T63CP8S3KSV2KJ6QIBLS47H",6,00:16:36,"""52""","""female""","""english""","""Yes""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
117,"3GFK2QRXX9IMUQ8LE8T6GEVD47VW5D",0,00:17:54,"""45""","""male""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
126,"3M68NM076H8D5YRDKXT5LL1W8OS6R3",6,00:24:22,"""44""","""male""","""english""","""Yes""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
39,"3ZAK8W07I4FA7FXFM28THVEP2J9U0R",6,00:24:55,"""35""","""female""","""english""","""Yes""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
19,"3IXQG4FA2TZD7ACMM7AR5GNUG3X9B4",6,00:27:32,"""25""","""female""","""chinese""","""No""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
123,"3DEL4X4EL6MZLENVZFUPTU7D8E5YXO",0,00:28:03,"""34""","""male""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
62,"37UEWGM5HT9IYCQGERHOQPAF0DF1R3",1,00:15:53,"""61""","""female""","""English""","""Yes""","Trial17","2 17 bark buddy-bark-s-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"2","17","bark","buddy-bark-s-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
50,"3XC1O3LBOSN84Y7CBQ42AJKBM4HLT6",1,00:15:55,"""23""","""female""","""Chinese""","""No""","Trial17","2 17 bark buddy-bark-s-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"2","17","bark","buddy-bark-s-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
98,"3BGYGHDBBXL8JDRRI521U0CCGRG229",0,00:07:21,"""21""","""female""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
120,"304SM51WA35VCP8LVDAIMBSK8RSBSN",0,00:08:45,"""39""","""female""","""english+""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
51,"33M4IA01QG2QODB9LK2VLYEG5SWRXN",0,00:11:04,"""37""","""female""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
118,"32EYX73OY0AY79HEGFR81RFCBAFURY",0,00:11:15,"""27""","""male""","""english%2C+creole""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
58,"31QNSG6A5RUQRTQM4YSX0I6ND7U78X",0,00:11:24,"""28""","""male""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
172,"3M81GAB8A0KJZ9T839LDRBDJQ37BQY",0,00:22:09,"""36""","""male""","""english""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
65,"3Y54SXRO1LMBNOU6K4W316GUZVCUTB",0,00:25:39,"""22""","""male""","""Canto""","""No""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
131,"3CPLWGV3MO0F8J1JPXF0WBNOXSH9NZ",0,00:12:47,"""31""","""male""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
33,"3R9WASFE2ZHIQI6FV7QM1UG8A4JZFX",0,00:20:55,"""32""","""male""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
67,"308XBLVESI5JBA88GOADW1NOMP9BRZ",0,00:07:22,"""32""","""male""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
94,"30LSNF239UWCUY5T78NTHGJT5NJI26",2,00:05:53,"""30""","""female""","""english""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
47,"3N1FSUEFL515P14UJ856JY0EXW7D4V",7,00:08:56,"""24""","""female""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
121,"3NGMS9VZTLJCL1FFUVWFY20QYZWFFW",7,00:09:18,"""40""","""female""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
145,"34Q075JO1XEUYI6HKEY96T9SRNO10D",5,00:06:19,"""23""","""female""","""english""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
147,"3FTOP5WARFP1TZMLA34FAT5EL4O0JG",11,00:12:07,"""45""","""female""","""English+""","""Yes""","Trial17","12 17 bark buddy-bark-m-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"12","17","bark","buddy-bark-m-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
157,"3F0BG9B9MPO56ZH4H2QRZVUP6M2Y77",4,00:17:33,"""30""","""male""","""English""","""Yes""","Trial17","5 17 bark buddy-bark-a-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"5","17","bark","buddy-bark-a-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
63,"3PDJHANYK5H0G4DAOSHB7HZQLF6H6T",0,00:13:42,"""36""","""male""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
163,"3XLBSAQ9Z4D5BPR9DOSAD23RCG77Z8",9,00:18:17,"""24""","""female""","""English""","""Yes""","Trial17","10 17 bark buddy-bark-m-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"10","17","bark","buddy-bark-m-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
88,"379J5II41OH6FFPFLVF7BXKAJU3LEP",7,00:16:17,"""48""","""female""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
109,"3CFJTT4SXTRJGZ2ZDK4OD701G36I7N",2,00:11:33,"""27""","""male""","""English""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
155,"3HRMW88U16RRU7S6D0H7QLXVPYJ0MK",11,00:28:08,"""30""","""male""","""English""","""Yes""","Trial17","12 17 bark buddy-bark-m-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"12","17","bark","buddy-bark-m-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
56,"3C5W7UE9CFRZRXYHGC6EZZK6Z4BXMH",9,00:03:18,"""29""","""male""","""English""","""Yes""","Trial18","10 18 knock vicky-knock-s-V.wav Is_Debby_certain_that_Vicky_knocked_before_the_phone_rang? 2",18,"10","18","knock","vicky-knock-s-V.wav","Is_Debby_certain_that_Vicky_knocked_before_the_phone_rang?",2
70,"3TS1AR6UQQFZ6809CCY3AAN90AL7FQ",3,00:04:44,"""23""","""male""","""english""","""Yes""","Trial18","4 18 knock vicky-knock-a-T.wav Is_Debby_certain_that_Vicky_knocked_before_the_phone_rang? 1",18,"4","18","knock","vicky-knock-a-T.wav","Is_Debby_certain_that_Vicky_knocked_before_the_phone_rang?",1
77,"3LWJHTCVCCN9CQ5O8B79A14450DFQW",9,00:05:07,"""23""","""male""","""English""","""Yes""","Trial18","10 18 knock vicky-knock-s-V.wav Is_Debby_certain_that_Vicky_knocked_before_the_phone_rang? 2",18,"10","18","knock","vicky-knock-s-V.wav","Is_Debby_certain_that_Vicky_knocked_before_the_phone_rang?",2
